Block_ID,Prev_Blk_ID,Arrival_time,Time_addn_to_tree,Num_txnsis_malicious_mined
16,1,2.53295e+07,2.53295e+07,10
5,1,3.87354e+07,3.87354e+07,10
6,1,4.8317e+07,4.8317e+07,10
28,6,1.4934e+08,1.4934e+08,10
14,28,1.64667e+08,1.64667e+08,60
26,5,2.07936e+08,2.07936e+08,10
8,6,2.36325e+08,2.36325e+08,80
4,14,2.98646e+08,2.98646e+08,70
9,8,3.05914e+08,3.05914e+08,30
15,16,3.16043e+08,3.16043e+08,30
11,26,3.45508e+08,3.45508e+08,90
34,4,3.58102e+08,3.58102e+08,290
33,4,3.58542e+08,3.58542e+08,310
54,15,3.70405e+08,3.70405e+08,60
56,11,3.80794e+08,3.80794e+08,130
18,34,3.84478e+08,3.84478e+08,520
19,56,4.03047e+08,4.03047e+08,740
43,9,4.11271e+08,4.11271e+08,100
22,56,4.33913e+08,4.33913e+08,660
69,22,4.4719e+08,4.4719e+08,2240
25,54,4.94645e+08,4.94645e+08,840
50,18,5.08528e+08,5.08528e+08,1730
13,43,5.64089e+08,5.64089e+08,1990
